Region,Customer Segment,Age Range,Season,Distance (Miles),Staffing Level (Proxy),Track Congestion (Proxy),Total Fare Amount,Communication About Status,Cleanliness,Comfort,Wi-Fi,Food & Beverage,Departure Delay (Minutes),Arrival Delay (Minutes),On-time Performance,Overall Satisfaction
Midwest,Leisure,35-44,Winter,231.3,0.481,0.532,92.04,2.84,5.0,2.93,,4.99,34.3,35.0,3.42,5.0
Northeast,Business,35-44,Summer,79.8,0.757,0.0,57.87,4.93,3.4,3.43,2.56,3.42,0.0,0.0,5.0,5.0
Northeast,Leisure,55-64,Spring,217.1,0.339,0.798,69.87,3.31,2.75,3.53,4.12,3.14,54.2,55.7,2.32,5.0
Southeast,Leisure,45-54,Fall,390.6,0.526,0.747,116.21,4.02,4.92,3.13,2.55,5.0,71.2,79.4,1.51,5.0
Northeast,Leisure,35-44,Spring,239.6,0.2,0.52,114.11,2.98,3.08,2.77,4.91,1.8,56.0,59.6,2.69,5.0
Southwest,Commuter,25-34,Summer,196.6,0.529,0.347,84.26,3.73,4.78,3.82,3.04,2.97,29.4,28.2,3.48,5.0
Northeast,Leisure,25-34,Winter,120.0,0.69,0.0,54.99,5.0,3.55,4.33,,2.1,0.0,0.0,5.0,5.0
Midwest,Leisure,35-44,Fall,239.8,0.578,0.45,101.96,3.53,3.71,4.97,2.91,2.96,24.6,26.4,3.63,5.0
Southwest,Business,18-24,Spring,312.7,0.809,0.058,114.19,4.49,3.22,3.8,,1.81,18.4,21.3,3.84,5.0
Midwest,Leisure,35-44,Spring,314.6,0.75,0.374,117.14,4.66,4.74,4.15,2.94,3.17,18.7,32.6,3.48,5.0
Northeast,Commuter,18-24,Summer,226.6,1.0,0.161,104.11,4.63,4.78,2.5,3.67,3.16,10.2,14.6,4.42,5.0
West,Commuter,45-54,Fall,226.2,0.74,0.157,92.11,5.0,3.57,4.32,3.39,3.06,3.0,14.6,4.43,5.0
Southwest,Leisure,55-64,Fall,427.5,0.789,0.367,141.38,4.33,3.95,3.03,3.04,,30.8,36.4,3.34,5.0
Southwest,Leisure,45-54,Fall,402.2,0.754,0.437,120.78,2.98,4.37,3.94,3.6,3.79,44.5,56.7,2.29,5.0
Northeast,Leisure,45-54,Winter,179.9,0.464,1.0,64.05,4.09,3.55,3.61,2.75,2.83,63.5,68.1,1.91,5.0
Northeast,Leisure,18-24,Winter,531.4,0.2,0.92,155.8,2.55,4.52,3.39,3.08,5.0,94.4,101.8,1.0,4.71
West,Leisure,18-24,Fall,80.8,0.479,0.319,53.39,4.06,3.78,2.6,4.67,2.62,32.9,35.6,3.53,5.0
Southeast,Leisure,45-54,Fall,232.7,0.522,0.266,79.06,4.05,3.55,3.13,2.82,2.48,27.0,30.9,3.55,5.0
Southeast,Leisure,55-64,Summer,246.7,0.218,0.484,80.97,1.45,2.76,2.9,2.9,,50.7,54.4,2.72,5.0
Midwest,Business,55-64,Fall,115.4,0.881,0.0,82.65,4.94,3.26,3.35,2.53,2.01,7.1,2.8,4.73,5.0
Southwest,Leisure,45-54,Spring,68.9,0.624,0.0,58.48,4.39,4.27,4.52,3.08,4.18,0.0,9.3,4.66,5.0
West,Leisure,55-64,Spring,117.1,0.561,0.271,51.12,3.84,4.02,3.42,3.6,2.22,2.8,7.4,4.4,5.0
Southeast,Business,55-64,Winter,348.9,0.288,0.891,115.61,3.13,4.23,3.12,2.7,2.26,67.0,69.5,2.07,5.0
West,Leisure,55-64,Fall,354.8,0.526,0.701,122.12,4.24,3.53,4.11,2.33,3.82,54.1,62.8,2.24,5.0
Northeast,Leisure,55-64,Summer,302.9,0.618,0.0,110.76,3.68,2.92,3.91,3.64,3.31,5.1,9.8,4.51,5.0
Midwest,Leisure,18-24,Winter,128.3,0.571,0.07,68.56,4.74,3.59,5.0,3.7,,18.4,26.6,3.74,5.0
Southwest,Leisure,18-24,Fall,357.4,0.816,0.0,119.6,3.51,5.0,4.45,3.92,1.94,17.8,23.8,3.88,5.0
Northeast,Leisure,35-44,Winter,134.1,0.7,0.0,77.35,4.51,3.37,2.32,2.39,4.01,4.4,6.9,4.69,5.0
Northeast,Commuter,45-54,Fall,241.1,0.376,0.688,94.99,3.7,3.77,4.18,4.28,2.15,61.6,63.9,1.88,5.0
Midwest,Commuter,55-64,Winter,204.1,0.406,0.587,85.2,4.22,2.35,4.1,2.81,1.53,33.8,39.8,3.16,5.0
West,Leisure,35-44,Fall,160.4,0.2,0.709,77.18,3.14,3.39,4.72,2.3,3.37,63.8,66.9,1.94,4.9
Midwest,Leisure,25-34,Spring,294.3,1.0,0.0,87.46,4.34,3.85,3.66,4.32,3.01,1.2,12.1,4.61,5.0
West,Business,55-64,Winter,328.5,0.399,0.305,116.24,3.24,4.0,4.39,4.3,2.86,46.2,54.0,2.49,5.0
West,Business,25-34,Winter,123.3,0.2,0.381,65.46,2.76,3.51,3.31,2.89,3.64,46.1,58.3,2.22,5.0
Midwest,Leisure,55-64,Summer,211.5,0.539,0.783,102.17,3.16,2.96,3.86,2.57,2.82,42.7,46.4,2.9,5.0
West,Leisure,25-34,Winter,318.7,0.423,0.423,96.9,3.08,3.41,2.89,,1.51,52.0,55.2,2.6,5.0
Northeast,Leisure,35-44,Spring,23.9,0.504,0.776,53.11,2.83,3.73,2.69,2.16,2.79,46.9,44.4,3.01,5.0
Northeast,Business,35-44,Fall,260.2,0.511,0.511,88.49,4.73,3.26,4.26,,3.36,37.2,39.5,3.23,5.0
West,Leisure,25-34,Fall,322.5,0.876,0.259,108.4,3.4,3.53,3.77,2.6,,15.1,18.3,4.19,5.0
West,Leisure,18-24,Spring,267.1,0.473,0.33,106.63,4.23,4.44,2.75,3.54,2.93,38.1,49.5,2.75,5.0
Southeast,Leisure,25-34,Summer,274.6,0.573,0.218,112.54,3.15,3.51,4.24,3.18,5.0,19.5,24.0,3.84,5.0
Midwest,Leisure,35-44,Fall,195.2,0.949,0.0,95.16,3.78,4.34,1.87,2.74,4.68,17.8,22.9,3.85,5.0
Southwest,Business,25-34,Summer,309.9,0.2,0.701,125.23,2.73,3.59,2.99,2.36,1.96,45.8,46.9,2.89,5.0
West,Business,55-64,Winter,88.8,0.209,0.53,78.42,2.62,2.97,2.4,4.03,1.81,48.3,50.1,2.79,5.0
Southwest,Business,18-24,Fall,117.6,0.52,0.0,84.88,4.51,3.66,4.5,3.6,4.3,26.5,19.5,4.13,5.0
Midwest,Leisure,35-44,Winter,271.9,0.317,0.465,97.7,4.11,3.93,3.29,2.62,4.02,32.4,39.3,2.96,5.0
Southeast,Leisure,18-24,Summer,310.4,0.715,0.376,107.36,4.25,5.0,3.77,2.9,4.47,9.2,13.3,4.54,5.0
Midwest,Commuter,65+,Fall,392.1,0.763,0.0,140.0,5.0,3.52,3.94,2.75,2.75,0.0,14.3,4.15,5.0
Southwest,Business,55-64,Summer,487.3,0.844,0.484,168.26,4.14,3.97,4.32,4.09,3.02,44.5,57.5,2.21,5.0
West,Leisure,65+,Spring,129.4,0.466,0.524,70.69,3.57,4.38,4.13,3.97,1.49,39.5,45.3,2.8,5.0
Midwest,Leisure,65+,Spring,99.3,0.646,0.0,59.84,,4.68,4.25,3.78,3.26,9.0,7.5,4.6,5.0
Southeast,Commuter,25-34,Spring,344.4,0.317,1.0,116.31,2.74,3.37,3.41,3.33,2.49,62.2,70.6,1.81,4.71
Southeast,Business,45-54,Summer,156.0,0.433,0.318,75.74,3.49,3.72,4.23,3.74,2.38,18.4,29.4,3.82,5.0
Southwest,Commuter,25-34,Fall,200.0,0.816,0.422,95.13,4.62,4.68,3.29,2.06,3.99,35.7,36.7,3.5,5.0
West,Business,65+,Fall,324.6,0.898,0.204,123.61,4.55,4.36,3.49,3.66,3.04,13.0,16.2,4.01,5.0
Northeast,Leisure,35-44,Spring,232.4,0.213,0.542,99.87,4.05,4.33,2.49,3.99,3.78,32.1,37.0,3.07,5.0
Northeast,Leisure,35-44,Winter,304.3,1.0,0.269,110.65,4.06,4.8,4.97,3.66,3.1,17.9,25.0,4.03,5.0
Midwest,Leisure,65+,Spring,121.5,0.488,0.129,89.19,4.18,4.18,2.95,3.32,3.59,13.5,18.7,4.13,5.0
Northeast,Business,55-64,Fall,248.5,0.544,0.734,105.63,4.18,3.96,4.65,2.74,1.93,33.2,40.4,3.03,5.0
West,Business,65+,Summer,245.4,0.791,0.515,118.6,4.46,3.59,4.11,2.91,2.27,23.9,29.8,3.75,5.0
Southeast,Leisure,18-24,Spring,388.2,0.71,0.546,107.1,3.44,3.81,3.85,2.91,3.55,38.8,43.7,3.2,5.0
Northeast,Commuter,25-34,Winter,437.5,0.61,0.362,145.98,3.3,3.8,3.94,3.49,4.65,35.5,52.3,2.71,5.0
West,Leisure,25-34,Spring,153.8,0.375,0.438,67.85,,4.51,2.87,2.82,3.49,52.2,61.4,2.12,5.0
Northeast,Leisure,35-44,Summer,107.4,0.839,0.675,58.51,,4.13,4.88,1.91,3.18,39.9,44.0,2.7,5.0
Southeast,Leisure,35-44,Summer,314.6,0.395,0.674,104.03,3.18,3.91,3.37,3.83,4.43,44.3,55.7,2.57,5.0
Northeast,Commuter,25-34,Spring,64.1,0.568,0.355,62.36,4.17,3.29,4.38,3.71,2.92,33.1,34.3,3.44,5.0
Northeast,Commuter,55-64,Spring,327.4,0.736,0.43,115.03,4.29,4.69,3.34,3.64,2.43,30.0,31.9,3.44,5.0
Northeast,Business,25-34,Winter,342.0,0.39,0.0,95.56,3.59,3.33,2.62,2.51,3.08,25.5,36.1,3.14,5.0
Northeast,Commuter,45-54,Fall,146.1,0.561,0.367,75.44,3.08,3.71,5.0,2.89,3.45,31.1,29.1,3.72,5.0
Northeast,Commuter,55-64,Spring,28.9,0.701,0.507,47.76,2.95,4.74,3.29,3.74,,31.7,40.7,3.09,5.0
Northeast,Commuter,45-54,Fall,362.7,0.761,0.653,99.77,3.7,4.51,4.05,3.36,3.27,43.4,46.3,2.94,5.0
Midwest,Commuter,35-44,Spring,454.8,0.712,0.763,151.63,3.55,3.45,1.59,2.75,1.59,48.1,63.1,2.3,5.0
Southwest,Leisure,25-34,Summer,437.4,0.2,0.889,146.07,2.84,3.05,3.51,4.13,2.77,79.7,96.1,1.0,4.95
Southeast,Business,25-34,Summer,445.5,0.824,0.194,154.12,,3.89,4.17,2.73,3.02,5.9,9.6,4.89,5.0
Southeast,Business,55-64,Spring,84.1,0.326,0.428,85.49,3.04,3.42,3.7,1.0,3.04,51.2,47.2,2.86,5.0
Midwest,Business,35-44,Fall,215.3,1.0,0.582,86.69,4.76,3.22,3.73,3.51,,30.0,36.5,3.47,5.0
West,Leisure,18-24,Spring,244.5,0.564,0.671,86.73,2.99,3.43,3.52,3.36,3.2,56.4,67.7,1.88,5.0
West,Business,65+,Fall,223.1,0.505,0.707,99.64,4.36,2.2,4.26,3.28,3.89,47.8,55.3,2.6,5.0
Northeast,Commuter,45-54,Fall,306.1,0.575,0.834,104.6,4.24,4.43,2.77,3.57,4.38,62.5,65.6,1.91,5.0
Northeast,Leisure,55-64,Spring,102.8,0.636,0.248,62.77,4.47,4.42,3.53,2.88,4.43,21.9,30.4,3.73,5.0
Southeast,Commuter,35-44,Winter,62.7,0.785,0.153,68.61,3.71,4.84,4.74,4.22,3.18,26.2,36.7,3.72,5.0
Southeast,Leisure,65+,Fall,48.4,0.54,0.883,51.04,3.98,4.08,2.62,2.13,5.0,26.3,23.8,3.77,5.0
Midwest,Leisure,25-34,Fall,367.1,0.875,0.565,124.71,4.53,3.77,3.69,3.38,2.49,44.5,53.7,2.24,5.0
Midwest,Leisure,25-34,Fall,83.4,0.365,0.309,54.19,,4.4,2.84,2.71,2.42,34.1,38.5,3.17,5.0
Northeast,Business,65+,Fall,222.2,0.625,0.768,94.97,3.42,3.49,3.9,4.08,3.14,57.4,61.0,2.3,5.0
Southeast,Business,65+,Winter,141.8,0.659,0.051,70.03,3.91,3.13,3.72,2.72,3.88,0.0,0.0,5.0,5.0
Midwest,Leisure,35-44,Fall,146.0,0.608,0.501,41.55,3.47,3.82,3.02,3.35,3.7,32.9,31.9,3.5,5.0
Northeast,Business,25-34,Winter,183.5,0.621,0.53,66.69,2.82,4.16,3.7,3.36,1.0,40.9,37.8,3.46,5.0
West,Leisure,25-34,Winter,150.1,0.2,0.603,85.88,5.0,3.21,3.61,3.28,2.17,46.8,53.5,2.52,5.0
Northeast,Leisure,55-64,Winter,62.9,0.565,0.356,69.0,2.67,3.25,3.24,2.71,3.8,24.6,24.1,4.05,5.0
West,Commuter,55-64,Winter,183.6,0.2,0.743,67.98,2.2,3.45,3.27,3.4,2.24,79.3,89.9,1.0,4.64
Northeast,Business,35-44,Winter,123.2,0.643,0.365,87.57,4.45,4.17,3.24,,3.01,22.8,27.7,3.62,5.0
West,Business,18-24,Winter,119.2,0.337,0.241,52.84,3.29,3.68,2.0,,3.39,19.8,22.1,4.02,5.0
West,Business,45-54,Spring,528.3,0.862,0.272,156.83,4.31,5.0,4.41,4.68,3.61,21.8,38.5,3.29,5.0
West,Commuter,55-64,Spring,74.2,0.583,0.261,59.06,4.22,3.81,4.51,3.4,3.89,7.9,9.3,4.86,5.0
West,Leisure,35-44,Spring,178.2,0.484,0.346,93.65,3.87,4.29,2.42,2.46,4.24,41.9,43.5,3.11,5.0
West,Leisure,45-54,Winter,233.8,0.903,0.5,113.41,4.07,3.18,4.62,4.98,3.75,30.5,38.4,3.31,5.0
Southwest,Leisure,65+,Fall,528.7,0.834,0.266,154.87,,4.37,4.03,4.19,2.06,15.5,24.1,3.93,5.0
West,Business,25-34,Spring,95.4,0.66,1.0,71.22,2.65,3.65,2.93,3.79,3.66,55.7,58.5,2.28,5.0
Northeast,Business,45-54,Spring,424.5,0.831,0.502,154.95,3.58,4.01,3.6,3.24,4.14,45.1,55.3,2.48,5.0
Midwest,Business,45-54,Winter,182.7,0.303,0.627,105.97,3.69,4.76,3.1,3.75,3.47,44.9,49.0,2.72,5.0
Midwest,Leisure,45-54,Winter,186.9,0.934,0.475,96.55,5.0,3.84,4.43,1.78,,33.8,39.3,3.25,5.0
West,Leisure,55-64,Winter,295.7,0.746,0.472,96.87,3.72,3.19,3.08,4.59,3.36,27.5,35.1,3.19,5.0
Midwest,Business,45-54,Fall,462.4,0.444,0.618,161.04,3.13,3.13,5.0,3.93,2.97,42.1,52.2,2.39,5.0
Southeast,Commuter,35-44,Winter,149.4,0.584,0.601,72.85,3.91,4.0,4.49,3.13,2.35,32.0,33.0,3.4,5.0
Southwest,Leisure,25-34,Summer,244.3,0.599,0.389,110.94,3.93,3.97,2.82,,4.95,30.8,31.6,3.45,5.0
Southeast,Leisure,55-64,Summer,224.7,0.263,0.698,98.71,3.06,3.78,4.73,3.63,2.11,45.8,47.4,2.91,5.0
Northeast,Leisure,25-34,Winter,218.2,0.463,0.294,81.93,3.2,3.06,4.15,2.45,3.09,30.9,32.7,3.44,5.0
Midwest,Leisure,18-24,Spring,325.5,0.866,0.178,126.2,3.66,5.0,3.65,3.57,2.85,31.8,41.1,3.23,5.0
Midwest,Leisure,35-44,Winter,129.0,0.659,0.039,77.22,4.24,4.81,4.17,3.66,1.93,28.9,38.6,3.17,5.0
Southeast,Leisure,45-54,Winter,162.7,1.0,0.196,82.74,4.21,4.18,4.45,3.37,4.0,21.0,24.4,4.23,5.0
Southeast,Business,65+,Summer,64.2,0.508,0.468,64.37,4.47,2.94,3.12,3.08,3.55,23.0,29.3,3.64,5.0
Southeast,Leisure,55-64,Summer,282.3,0.5,0.951,99.81,3.83,4.8,4.23,3.93,3.32,40.5,43.4,3.1,5.0
Southeast,Leisure,55-64,Spring,212.2,0.2,0.503,95.8,3.74,4.38,3.26,3.27,2.48,34.2,37.9,3.19,5.0
Southeast,Leisure,35-44,Winter,455.9,0.665,0.596,165.26,3.84,3.99,4.27,,3.64,49.0,57.5,2.35,5.0
Southwest,Commuter,35-44,Summer,94.0,0.614,0.411,86.44,3.5,4.63,3.59,2.78,2.89,35.6,39.9,3.27,5.0
Southeast,Leisure,65+,Fall,566.1,0.766,0.238,165.66,5.0,3.69,3.02,3.71,3.59,13.6,22.5,3.99,5.0
West,Leisure,35-44,Fall,310.0,0.589,0.295,91.08,3.43,3.32,4.12,2.57,4.41,24.0,33.3,3.61,5.0
West,Leisure,55-64,Winter,29.5,0.923,0.131,44.92,4.0,4.16,3.51,4.0,1.0,27.7,29.8,3.81,5.0
Midwest,Business,45-54,Summer,302.3,0.696,0.003,118.51,3.95,3.02,3.82,2.49,4.04,17.0,23.9,4.24,5.0
Southeast,Commuter,25-34,Winter,139.5,0.656,0.201,73.83,4.32,3.26,3.98,3.57,5.0,10.8,11.4,4.59,5.0
Midwest,Leisure,45-54,Fall,173.2,0.344,0.389,90.64,3.78,4.1,4.63,4.14,4.62,35.0,32.0,3.57,5.0
West,Leisure,25-34,Spring,155.4,0.416,0.5,85.37,3.03,3.95,3.32,3.26,3.78,43.3,44.7,2.93,5.0
Southwest,Leisure,18-24,Summer,409.8,0.776,0.363,140.75,3.57,3.16,3.14,2.58,4.26,30.2,41.5,3.03,5.0
West,Business,25-34,Summer,56.7,0.24,0.411,57.05,3.46,3.47,4.72,3.91,2.28,41.1,35.3,3.35,5.0
Midwest,Commuter,25-34,Summer,189.2,0.574,0.844,83.45,2.84,3.08,3.67,3.53,3.33,41.1,38.7,3.29,5.0
Southwest,Leisure,35-44,Fall,199.1,0.799,0.695,69.22,4.65,3.71,3.36,3.28,3.02,27.6,30.5,3.8,5.0
Southeast,Leisure,65+,Winter,151.9,0.413,0.582,78.97,3.25,3.45,3.88,2.43,2.66,43.2,42.9,3.12,5.0
Southwest,Business,35-44,Fall,110.7,0.923,0.039,83.2,3.63,4.66,3.54,2.18,4.07,17.3,32.5,3.5,5.0
Northeast,Business,55-64,Spring,35.1,0.873,0.423,69.56,3.37,3.94,3.57,5.0,3.0,26.5,28.2,3.55,5.0
Southwest,Leisure,45-54,Winter,191.1,0.941,0.168,60.16,4.66,3.92,5.0,3.0,1.52,19.9,22.1,3.89,5.0
West,Leisure,18-24,Spring,281.8,0.645,0.202,102.15,4.39,3.69,3.0,2.54,3.52,10.4,20.6,4.1,5.0
Northeast,Leisure,25-34,Winter,212.3,0.8,0.048,80.44,3.99,2.97,2.73,3.67,3.13,1.5,5.5,4.84,5.0
Southwest,Business,65+,Summer,110.8,0.83,0.0,80.46,4.29,3.96,4.61,2.62,3.79,5.5,7.5,4.81,5.0
Northeast,Business,45-54,Spring,200.4,0.506,0.445,77.13,3.1,4.14,3.39,3.66,2.73,20.6,31.9,3.7,5.0
Southwest,Business,65+,Spring,459.0,0.557,0.264,158.51,3.78,4.02,3.89,4.38,1.56,32.0,32.9,3.37,5.0
Northeast,Commuter,25-34,Spring,132.8,0.535,0.301,70.38,4.79,4.28,4.11,2.44,2.23,33.6,32.4,3.44,5.0
West,Leisure,55-64,Summer,231.2,1.0,0.382,88.51,5.0,4.54,2.58,3.22,2.38,6.1,12.9,4.55,5.0
Northeast,Leisure,55-64,Fall,250.8,0.282,0.757,99.42,2.97,5.0,4.38,3.48,2.13,56.1,57.3,2.58,5.0
West,Leisure,65+,Spring,78.4,0.987,0.209,55.63,4.79,3.42,3.4,2.5,2.69,5.4,3.1,4.86,5.0
West,Commuter,18-24,Winter,168.2,0.62,0.07,87.24,4.5,4.05,5.0,2.61,3.78,4.1,10.8,4.75,5.0
Midwest,Business,65+,Summer,169.4,1.0,0.336,95.24,3.42,4.31,3.24,3.37,1.96,13.1,13.8,4.55,5.0
West,Leisure,35-44,Fall,207.3,0.538,0.224,88.4,3.16,3.68,4.76,4.86,3.9,41.7,47.3,2.97,5.0
West,Leisure,55-64,Spring,402.0,0.536,0.249,127.81,2.28,3.49,4.88,2.61,1.96,31.1,38.2,3.33,5.0
West,Business,45-54,Winter,91.6,0.2,0.319,83.82,3.64,4.0,3.22,2.92,,33.7,36.9,3.08,5.0
Southeast,Business,45-54,Fall,416.3,0.694,0.43,149.83,4.84,4.19,3.58,5.0,3.11,39.9,47.8,2.71,5.0
Midwest,Business,35-44,Spring,294.3,0.895,0.071,131.71,4.79,3.42,3.55,4.09,2.91,8.7,18.0,4.18,5.0
Northeast,Leisure,55-64,Spring,575.0,0.424,0.0,153.22,3.89,2.73,4.69,,3.64,26.8,42.1,3.35,5.0
Southwest,Commuter,25-34,Spring,44.5,0.597,0.865,53.58,3.33,3.6,3.8,3.07,3.02,43.9,42.0,3.31,5.0
Northeast,Business,35-44,Summer,26.7,0.763,0.182,52.48,4.63,3.58,4.1,,3.01,0.0,0.0,4.89,5.0
Midwest,Business,45-54,Winter,752.5,0.729,0.567,203.94,4.6,4.33,3.62,4.49,1.01,56.0,70.5,1.97,5.0
Midwest,Business,55-64,Summer,75.9,0.49,0.38,57.75,,3.29,3.98,4.37,3.46,32.5,31.7,3.44,5.0
Midwest,Commuter,35-44,Spring,116.2,0.594,0.361,64.54,3.35,3.79,4.05,,4.81,40.1,39.6,2.83,5.0
Midwest,Commuter,45-54,Spring,116.9,0.906,0.131,67.37,3.96,3.03,3.35,4.02,2.74,0.0,0.0,5.0,5.0
West,Business,35-44,Winter,286.1,0.862,0.0,95.1,4.58,3.1,5.0,2.41,3.77,6.0,10.1,4.21,5.0
West,Leisure,45-54,Fall,177.3,1.0,0.125,62.8,4.52,3.64,3.66,2.93,,8.6,12.4,4.02,5.0
Midwest,Leisure,45-54,Spring,128.6,0.814,0.0,70.68,4.83,3.86,4.47,2.39,4.05,0.0,0.2,5.0,5.0
Midwest,Commuter,55-64,Fall,516.3,0.632,0.0,187.17,4.57,3.42,2.81,4.18,3.59,24.6,34.7,3.39,5.0
West,Business,55-64,Fall,38.5,0.265,0.955,60.53,2.38,3.82,4.06,3.41,2.72,41.1,44.5,3.05,5.0
Northeast,Leisure,45-54,Fall,358.9,0.362,0.347,119.35,,2.76,4.35,3.29,2.68,54.2,67.0,2.26,5.0
Northeast,Leisure,25-34,Spring,196.3,1.0,0.225,91.65,4.1,3.97,3.99,4.71,3.78,13.0,23.1,4.11,5.0
Northeast,Commuter,45-54,Fall,127.1,0.659,0.521,81.39,3.41,3.81,4.45,3.74,3.17,46.6,46.5,2.99,5.0
Southwest,Commuter,18-24,Summer,137.4,0.428,0.255,69.49,3.13,2.95,3.13,4.16,1.98,12.8,12.6,4.3,5.0
Midwest,Commuter,25-34,Spring,166.2,0.85,0.642,76.85,3.48,4.16,4.09,3.98,1.79,43.8,41.6,3.05,5.0
West,Leisure,55-64,Spring,118.0,0.507,0.464,48.6,2.8,2.55,2.59,3.94,3.63,35.8,41.4,3.22,5.0
Southwest,Business,35-44,Fall,326.7,0.808,0.469,131.08,4.6,3.59,3.85,2.54,2.47,40.4,47.7,2.79,5.0
Southeast,Commuter,35-44,Spring,157.5,0.544,0.705,76.38,3.74,4.34,3.11,4.03,3.14,38.9,47.7,2.97,5.0
West,Leisure,65+,Fall,300.0,0.868,0.0,114.64,4.64,2.7,3.71,3.83,3.7,8.7,15.4,4.34,5.0
West,Leisure,25-34,Winter,138.9,0.2,0.608,79.07,2.21,4.1,4.53,2.79,1.96,36.1,36.6,3.32,5.0
Southeast,Commuter,18-24,Fall,228.8,0.674,0.353,93.71,4.8,3.24,4.92,3.88,2.22,37.4,41.8,3.29,5.0
Southeast,Leisure,25-34,Spring,228.7,0.2,0.305,78.61,3.04,3.35,2.66,4.18,4.5,42.0,45.7,2.91,5.0
Southeast,Business,25-34,Fall,206.0,0.993,0.246,93.01,5.0,4.94,4.67,3.39,2.83,1.2,2.4,4.68,5.0
Northeast,Business,55-64,Fall,423.8,0.663,0.277,142.82,4.44,3.56,4.68,2.74,,34.3,43.1,3.25,5.0
Northeast,Business,55-64,Summer,448.0,0.734,0.574,142.69,3.76,4.94,3.95,2.77,5.0,49.8,55.3,2.51,5.0
West,Leisure,45-54,Fall,316.8,0.568,0.602,107.89,4.95,3.7,4.62,2.15,3.33,28.7,40.6,3.14,5.0
Midwest,Business,25-34,Summer,376.1,0.804,0.081,127.06,4.35,3.95,3.45,3.28,2.38,27.9,28.5,3.7,5.0
Southeast,Leisure,45-54,Fall,306.9,0.391,0.881,106.61,3.15,4.3,3.26,3.64,3.19,72.8,83.7,1.15,5.0
Southwest,Commuter,18-24,Summer,150.3,0.858,0.224,83.48,4.24,4.36,3.4,4.81,3.0,0.0,1.0,5.0,5.0
Midwest,Leisure,45-54,Winter,186.5,0.719,0.22,86.82,4.67,4.05,4.22,2.72,3.2,17.7,9.8,4.36,5.0
West,Business,45-54,Spring,44.7,1.0,0.046,79.22,4.38,3.82,3.73,3.78,3.85,0.0,0.0,5.0,5.0
West,Business,18-24,Winter,105.4,0.639,0.735,87.46,3.5,2.99,3.19,3.3,3.88,40.5,42.4,3.12,5.0
Midwest,Leisure,55-64,Summer,76.3,0.256,0.446,54.17,3.08,2.83,3.11,3.15,1.25,39.5,39.3,3.35,5.0
Southeast,Leisure,55-64,Winter,126.3,0.2,1.0,63.55,2.1,4.49,3.56,1.86,4.11,85.4,89.5,1.0,4.69
West,Business,25-34,Spring,239.7,0.578,0.996,97.42,,4.91,3.08,2.42,3.36,63.9,67.0,2.17,5.0
Southwest,Leisure,45-54,Fall,146.8,0.805,0.507,62.35,5.0,4.08,4.21,4.82,2.64,29.8,35.1,3.37,5.0
West,Leisure,45-54,Summer,335.8,0.42,0.412,119.04,4.26,2.75,4.46,,3.74,33.9,40.7,3.1,5.0
Northeast,Business,25-34,Spring,108.3,1.0,0.311,59.07,4.44,3.64,4.48,3.7,2.25,29.5,34.3,3.47,5.0
West,Commuter,25-34,Summer,291.8,0.623,0.294,100.54,3.53,3.42,5.0,3.69,2.22,39.2,48.5,2.87,5.0
Southwest,Business,45-54,Summer,101.8,0.655,0.499,62.17,3.51,3.59,3.98,3.91,,31.2,35.3,3.58,5.0
Northeast,Leisure,65+,Spring,406.8,0.646,0.199,142.52,4.29,3.39,4.88,2.98,3.19,3.7,10.6,4.33,5.0
Midwest,Commuter,45-54,Summer,108.1,0.801,0.117,64.34,5.0,4.31,3.87,3.08,4.57,11.8,19.6,4.25,5.0
Southwest,Business,45-54,Winter,267.1,0.508,0.593,86.61,3.95,4.0,3.46,2.75,2.48,48.4,53.5,2.74,5.0
Northeast,Leisure,45-54,Spring,128.7,0.2,1.0,75.48,3.48,4.65,3.64,3.22,3.3,64.7,64.4,2.21,5.0
Midwest,Leisure,35-44,Spring,486.5,0.559,0.532,162.5,4.01,3.65,3.78,2.35,3.46,49.6,57.6,2.4,5.0
West,Leisure,18-24,Summer,475.0,0.994,0.232,131.95,,4.22,3.71,2.94,3.56,7.9,18.9,4.08,5.0
Southeast,Leisure,35-44,Summer,261.8,0.655,0.596,84.66,3.91,4.37,2.94,3.71,3.69,34.0,43.2,3.13,5.0
Midwest,Business,65+,Fall,258.7,0.424,0.755,98.74,3.07,4.42,2.94,2.91,3.5,41.6,49.5,2.81,5.0
Midwest,Leisure,55-64,Spring,321.6,0.516,0.374,107.81,4.57,3.12,4.45,1.87,,33.7,42.8,2.85,5.0
Southeast,Business,65+,Winter,288.9,1.0,0.16,122.63,,4.34,4.38,3.18,1.45,2.5,6.8,4.83,5.0
West,Leisure,25-34,Winter,346.8,0.579,0.92,121.88,,3.98,4.92,3.68,3.89,50.6,61.9,2.11,5.0
West,Leisure,35-44,Fall,106.4,0.801,0.379,53.87,4.7,4.18,3.47,3.48,1.02,27.2,29.4,3.58,5.0
Northeast,Leisure,45-54,Spring,206.0,0.796,0.125,100.12,3.68,4.03,3.4,2.05,2.05,20.6,22.5,4.15,5.0
West,Business,25-34,Fall,135.1,0.2,0.783,80.09,3.21,4.73,2.76,3.93,2.41,50.8,45.9,2.96,5.0
West,Business,25-34,Spring,470.9,0.967,0.384,152.5,,3.55,4.53,3.25,4.01,21.6,33.4,3.47,5.0
