Amtrak Product,Service Class,Total Fare Amount,Mileage,Departure Performance (Minutes Late),Arrival Performance (Minutes Late),Overall Trip Satisfaction,Boarding Station Overall,On-time Performance of the Train,Communication About Train Status,Cleanliness of the Train,Comfort of Train Ride,Food and Beverage on the Train,Wi-Fi on the Train,Friendliness of Amtrak Personnel at the Boarding Station,Friendliness of Amtrak Personnel on the Train,Age Range
Acela,Business Class,89.1,116,0,2,10,10,10,10,10,10,N/A,N/A,10,10,75 or older
Acela,Business Class,186,232,7,13,10,10,10,5,10,10,N/A,N/A,10,10,25 to 34
Acela,Business Class,179,311,2,-8,10,10,10,10,10,10,N/A,N/A,10,10,18 to 24
Acela,Business Class,45,91,0,-4,,,,,,,,,,,
Acela,Business Class,173,260,0,-5,,,,,,,,,,,
Acela,Business Class,71,225,0,-4,,,,,,,,,,,
Acela,Business Class,127,232,0,-3,,,,,,,,,,,
Acela,Business Class,226,225,0,-4,,,,,,,,,,,
Acela,Business Class,71,225,0,-5,8,8,10,9,8,8,8,7,9,9,45 to 54
Acela,Business Class,249,220,2,-5,,,,,,,,,,,
Acela,Business Class,50,134,0,0,10,10,10,10,10,10,N/A,N/A,10,10,35 to 44
Acela,Business Class,56,109,1,0,,,,,,,,,,,
Acela,Business Class,66,201,1,0,3,5,8,4,5,5,N/A,5,N/A,5,45 to 54
Acela,Business Class,58,256,10,13,,,,,,,,,,,
Acela,Business Class,127,232,7,13,,,,,,,,,,,
Acela,Business Class,127,244,6,1,,,,,,,,,,,
Acela,Business Class,71,225,1,-3,,,,,,,,,,,
Acela,Business Class,23,40,0,3,10,10,10,10,10,10,10,10,10,10,35 to 44
Acela,Business Class,139.5,225,0,-4,9,9,10,8,9,8,6,7,9,9,65 to 74
Acela,Business Class,121,225,0,0,2,8,1,1,6,6,N/A,N/A,6,6,55 to 64
Acela,Business Class,277,232,0,-3,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,119,115,0,-4,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,353,456,0,-2,,,,,,,,,,,
Acela,Business Class,145,116,0,5,,,,,,,,,,,
Acela,Business Class,166.5,225,0,7,,,,,,,,,,,
Acela,Business Class,122,188,6,-7,10,10,10,10,10,10,N/A,N/A,10,10,25 to 34
Acela,Business Class,152,231,2,-7,8,4,6,6,9,9,N/A,N/A,10,10,18 to 24
Acela,Business Class,72,188,6,-7,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,173,185,6,11,,,,,,,,,,,
Acela,Business Class,58,232,0,-7,9,9,9,9,9,9,N/A,9,N/A,N/A,45 to 54
Acela,Business Class,76,91,0,-1,8,5,9,9,7,7,N/A,N/A,8,10,55 to 64
Acela,Business Class,117,91,0,2,,,,,,,,,,,
Acela,Business Class,168,279,3,1,8,8,10,10,8,8,7,9,10,10,55 to 64
Acela,Business Class,127,230,2,-3,,,,,,,,,,,
Acela,Business Class,20.7,40,9,7,,,,,,,,,,,
Acela,Business Class,58,220,2,-3,9,9,9,9,9,9,N/A,3,9,9,35 to 44
Acela,Business Class,146,188,0,1,,,,,,,,,,,
Acela,Business Class,76,81,2,2,,,,,,,,,,,
Acela,Business Class,75,232,0,-7,8,8,10,10,6,5,N/A,N/A,N/A,7,45 to 54
Acela,Business Class,58,230,2,-3,9,9,10,10,9,10,N/A,N/A,10,10,35 to 44
Acela,Business Class,263,226,0,4,,,,,,,,,,,
Acela,Business Class,174,211,0,2,,,,,,,,,,,
Acela,Business Class,78,116,0,2,10,7,9,5,8,9,9,5,8,10,45 to 54
Acela,Business Class,45,134,0,9,,,,,,,,,,,
Acela,Business Class,263,225,0,7,,,,,,,,,,,
Acela,Business Class,226,225,0,7,5,7,7,5,4,3,3,3,5,5,45 to 54
Acela,Business Class,127,220,2,-3,,,,,,,,,,,
Acela,First Class,66,185,0,-5,10,10,10,10,10,10,9,10,10,10,35 to 44
Acela,Business Class,155,225,0,-5,,,,,,,,,,,
Acela,Business Class,107,172,1,0,10,10,10,10,10,10,N/A,N/A,10,10,35 to 44
Acela,Business Class,68.4,91,0,-1,,,,,,,,,,,
Acela,Business Class,58,220,2,-2,,,,,,,,,,,
Acela,Business Class,186,231,0,-3,,,,,,,,,,,
Acela,Business Class,226,215,1,-3,10,10,10,10,10,10,N/A,10,10,10,65 to 74
Acela,Business Class,114.3,232,0,6,,,,,,,,,,,
Acela,Business Class,165,91,9,11,10,10,10,10,8,10,8,5,9,9,18 to 24
Acela,Business Class,45,42,4,3,8,8,10,8,9,9,N/A,7,8,9,55 to 64
Acela,Business Class,127,220,0,3,,,,,,,,,,,
Acela,First Class,343,445,0,25,9,8,8,9,9,9,9,8,9,10,65 to 74
Acela,Business Class,96,188,6,-7,,,,,,,,,,,
Acela,Business Class,18,40,9,7,10,10,10,9,10,10,N/A,N/A,N/A,8,25 to 34
Acela,Business Class,45,116,0,12,,,,,,,,,,,
Acela,First Class,475,262,3,4,10,10,10,10,10,10,9,7,10,10,75 or older
Acela,Business Class,117,91,3,-5,,,,,,,,,,,
Acela,Business Class,211,185,8,-6,,,,,,,,,,,
Acela,Business Class,277,232,0,14,,,,,,,,,,,
Acela,Business Class,85,175,1,-5,10,10,10,10,10,10,N/A,10,10,10,65 to 74
Acela,Business Class,71,225,0,-6,,,,,,,,,,,
Acela,Business Class,71,225,34,42,10,10,9,10,9,10,9,8,10,10,45 to 54
Acela,Business Class,275,415,2,-2,,,,,,,,,,,
Acela,Business Class,71,225,23,31,2,10,0,0,3,6,N/A,0,7,N/A,25 to 34
Acela,Business Class,127,232,0,8,,,,,,,,,,,
Acela,Business Class,71,225,34,42,10,10,8,9,10,10,N/A,N/A,10,10,55 to 64
Acela,Business Class,71,225,0,-2,10,10,10,10,7,10,7,5,10,10,65 to 74
Acela,Business Class,353,428,23,39,,,,,,,,,,,
Acela,Business Class,266,188,3,1,,,,,,,,,,,
Acela,Business Class,45,92,2,5,8,8,8,8,7,8,N/A,8,8,8,65 to 74
Acela,First Class,250,91,16,16,10,10,10,10,10,10,10,10,10,10,45 to 54
Acela,Business Class,91,215,0,1,,,,,,,,,,,
Acela,Business Class,13,44,47,34,,,,,,,,,,,
Acela,Business Class,155,225,0,5,,,,,,,,,,,
Acela,Business Class,180,323,8,1,,,,,,,,,,,
Acela,Business Class,88,104,16,14,10,10,8,10,10,10,N/A,10,10,10,25 to 34
Acela,Business Class,145.8,405,3,28,9,10,8,10,10,10,N/A,N/A,10,10,65 to 74
Acela,Business Class,216,134,0,2,,,,,,,,,,,
Acela,Business Class,152,220,2,1,10,7,10,7,9,9,N/A,N/A,9,9,18 to 24
Acela,Business Class,50,44,2,-1,10,10,10,10,10,10,2,5,10,10,55 to 64
Acela,Business Class,263,225,0,3,,,,,,,,,,,
Acela,Business Class,58,231,0,-8,10,10,10,10,10,10,N/A,10,N/A,10,45 to 54
Acela,Business Class,185,225,0,-2,10,10,10,10,10,10,10,4,10,10,45 to 54
Acela,Business Class,86,134,3,-2,,,,,,,,,,,
Acela,Business Class,132,135,1,2,,,,,,,,,,,
Acela,Business Class,119,116,0,2,9,9,9,9,9,9,8,9,9,9,35 to 44
Acela,Business Class,216,232,21,34,10,10,10,10,8,10,7,9,9,9,55 to 64
Acela,Business Class,249,0,6,-3,9,5,9,9,8,9,N/A,N/A,N/A,10,55 to 64
Acela,Business Class,277,232,23,22,,,,,,,,,,,
Acela,Business Class,61.2,25,3,3,,,,,,,,,,,
Acela,Business Class,45,91,34,39,10,10,10,10,10,10,N/A,10,10,9,75 or older
Acela,Business Class,110,225,5,-2,9,8,9,9,9,9,9,9,6,9,45 to 54
Acela,Business Class,23,40,1,-2,,,,,,,,,,,
Acela,Business Class,66,201,2,5,8,10,10,10,9,9,N/A,N/A,10,10,75 or older
Acela,Business Class,71,225,0,-3,10,10,10,10,10,10,N/A,3,10,10,55 to 64
Acela,Business Class,216,241,3,-6,9,3,10,10,8,10,7,5,10,10,18 to 24
Acela,Business Class,194,417,8,2,8,7,7,8,9,6,8,7,10,10,25 to 34
Acela,Business Class,147,196,19,18,,,,,,,,,,,
Acela,Business Class,58,232,0,-8,,,,,,,,,,,
Acela,Business Class,44,109,1,-2,8,5,10,10,10,9,10,10,10,10,55 to 64
Acela,Business Class,155,225,0,-3,10,10,10,10,10,10,N/A,N/A,N/A,10,35 to 44
Acela,Business Class,166.5,225,5,-2,9,10,10,9,8,8,6,N/A,9,9,75 or older
Acela,Business Class,132,134,4,5,10,9,8,9,9,9,N/A,N/A,9,9,65 to 74
Acela,Business Class,127,220,22,11,,,,,,,,,,,
Acela,Business Class,58,220,1,-8,,,,,,,,,,,
Acela,Business Class,66,202,6,-2,,,,,,,,,,,
Acela,Business Class,36,94,1,4,10,10,10,10,10,10,N/A,N/A,8,7,65 to 74
Acela,Business Class,173,185,0,-3,10,10,10,10,8,8,N/A,7,10,10,18 to 24
Acela,Business Class,155,226,22,31,6,8,2,1,7,7,6,N/A,0,8,25 to 34
Acela,Business Class,226,262,7,-2,10,10,10,10,10,10,N/A,5,10,10,25 to 34
Acela,Business Class,23,40,0,7,,,,,,,,,,,
Acela,Business Class,165.6,47,25,33,,,,,,,,,,,
Acela,First Class,357,232,21,34,,,,,,,,,,,
Acela,Business Class,72,187,0,-1,8,8,8,8,6,8,N/A,7,9,9,35 to 44
Acela,Business Class,98,90,32,31,,,,,,,,,,,
Acela,Business Class,226,225,0,8,,,,,,,,,,,
Acela,Business Class,127,231,7,5,8,6,6,6,9,7,7,6,6,7,25 to 34
Acela,Business Class,185,225,0,5,,,,,,,,,,,
Acela,Business Class,25,44,0,3,,,,,,,,,,,
Acela,Business Class,152,231,22,11,10,10,10,10,9,10,N/A,10,10,10,65 to 74
Acela,Business Class,123,184,37,35,2,8,0,1,7,8,6,2,8,8,18 to 24
Acela,Business Class,45,91,7,5,,,,,,,,,,,
Acela,Business Class,66,185,2,8,,,,,,,,,,,
Acela,Business Class,66,185,22,28,,,,,,,,,,,
Acela,Business Class,63.9,225,0,-3,5,0,10,10,10,4,7,7,8,10,35 to 44
Acela,Business Class,226,225,5,-2,9,9,10,9,10,10,N/A,6,9,10,25 to 34
Acela,Business Class,117,91,22,23,,,,,,,,,,,
Acela,Business Class,44,30,0,-3,10,8,10,10,10,10,N/A,N/A,10,10,45 to 54
Acela,Business Class,173,185,0,-2,9,9,10,10,9,6,N/A,N/A,N/A,10,55 to 64
Acela,Business Class,303,225,16,5,,,,,,,,,,,
Acela,Business Class,131.4,188,0,-4,,,,,,,,,,,
Acela,Business Class,77.35,225,0,5,,,,,,,,,,,
Acela,Business Class,189.9,185,16,15,8,8,8,8,9,9,N/A,N/A,N/A,N/A,75 or older
Acela,Business Class,127,232,23,22,0,5,2,9,5,2,0,6,7,7,35 to 44
Acela,Business Class,130.5,0,0,4,10,10,10,10,10,10,10,10,10,10,65 to 74
Acela,Business Class,56,196,2,-3,,,,,,,,,,,
Acela,Business Class,71,225,0,-2,,,,,,,,,,,
Acela,Business Class,110,134,0,6,10,8,9,10,9,9,9,9,10,9,55 to 64
Acela,Business Class,50,134,3,-2,9,9,6,5,10,10,9,N/A,9,9,25 to 34
Acela,Business Class,337,225,5,-2,,,,,,,,,,,
Acela,Business Class,127,232,19,11,,,,,,,,,,,
Acela,Business Class,45,134,0,3,9,9,10,9,9,7,N/A,8,10,10,65 to 74
Acela,Business Class,56,188,0,2,10,10,10,10,10,10,N/A,6,10,10,55 to 64
Acela,Business Class,166.5,0,0,31,8,9,6,9,8,9,N/A,9,9,9,65 to 74
Acela,Business Class,185,226,5,2,,,,,,,,,,,
Acela,First Class,327,225,0,5,,,,,,,,,,,
Acela,Business Class,51.3,91,0,-3,,,,,,,,,,,
Acela,Business Class,232,0,2,4,,,,,,,,,,,
Acela,First Class,155,225,0,-3,6,9,10,10,8,8,4,8,10,10,35 to 44
Acela,First Class,498.7,457,0,-2,8,9,10,10,8,8,9,8,10,10,65 to 74
Acela,First Class,175,0,31,34,10,10,10,10,10,10,10,9,10,10,45 to 54
Acela,Business Class,161,134,3,-2,9,9,9,9,10,10,,8,9,9,45 to 54
Acela,Business Class,155,225,0,5,9,5,9,9,8,8,N/A,N/A,8,8,55 to 64
Acela,Business Class,174.6,417,0,9,,,,,,,,,,,
Acela,Business Class,303,225,0,-3,,,,,,,,,,,
Acela,Business Class,263,225,0,2,,,,,,,,,,,
Acela,Business Class,127,231,2,14,,,,,,,,,,,
Acela,First Class,268,231,0,-3,,,,,,,,,,,
Acela,Business Class,50,134,41,42,7,9,4,10,2,8,4,5,10,10,18 to 24
Acela,Business Class,99,116,22,27,9,9,4,9,9,10,N/A,N/A,5,5,35 to 44
Acela,Business Class,136.8,232,23,22,,,,,,,,,,,
Acela,Business Class,127,231,26,22,3,7,0,2,8,6,N/A,N/A,9,8,18 to 24
Acela,Business Class,65,134,16,5,10,10,6,9,9,10,N/A,9,9,9,45 to 54
Acela,Business Class,71,225,0,30,7,3,4,8,9,9,1,3,10,10,25 to 34
Acela,Business Class,186,220,4,4,,,,,,,,,,,
Acela,Business Class,71,225,0,30,7,7,3,9,7,8,N/A,5,7,7,18 to 24
Acela,Business Class,263,225,5,-2,,,,,,,,,,,
Acela,Business Class,237,457,0,1,8,10,10,10,10,10,N/A,8,10,8,45 to 54
Acela,First Class,232,90,32,31,1,0,10,10,10,10,5,10,0,10,35 to 44
Acela,Business Class,58,231,7,5,7,9,8,8,3,6,8,9,3,6,45 to 54
Acela,Business Class,58,232,19,11,,,,,,,,,,,
Acela,Business Class,327,323,23,39,10,9,5,5,9,10,10,N/A,8,9,45 to 54
Acela,First Class,350.1,188,3,4,8,10,10,10,8,8,9,N/A,9,10,55 to 64
Acela,Business Class,45,91,34,39,,,,,,,,,,,
Acela,Business Class,63.9,225,0,5,,,,,,,,,,,
Acela,Business Class,71,225,0,-6,9,10,9,9,9,10,N/A,N/A,9,9,45 to 54
Acela,Business Class,317.7,428,0,29,10,10,4,10,10,10,10,10,10,10,65 to 74
Acela,First Class,268,231,7,5,,,,,,,,,,,
Acela,Business Class,157,304,7,3,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,First Class,534,458,0,31,,,,,,,,,,,
Acela,Business Class,77.4,134,4,5,,,,,,,,,,,
Acela,Business Class,45,91,34,39,7,10,8,7,10,3,10,10,9,9,55 to 64
Acela,Business Class,139.5,225,0,5,,,,,,,,,,,
Acela,Business Class,121,215,0,-3,10,10,10,10,10,5,N/A,10,10,10,45 to 54
Acela,Business Class,326,311,25,39,7,10,7,10,10,6,7,9,10,10,25 to 34
Acela,Business Class,178,188,8,5,9,7,4,6,9,9,N/A,5,7,6,35 to 44
Acela,Business Class,58,116,0,5,,,,,,,,,,,
Acela,Business Class,66,185,0,-5,,,,,,,,,,,
Acela,Business Class,100,232,0,1,,,,,,,,,,,
Acela,Business Class,203.4,225,0,8,,,,,,,,,,,
Acela,Business Class,136.8,220,0,5,9,10,10,9,10,9,N/A,N/A,N/A,N/A,65 to 74
Acela,Business Class,145,116,1,1,,,,,,,,,,,
Acela,Business Class,286.2,457,0,-6,7,10,10,,6,6,5,4,8,6,45 to 54
Acela,Business Class,178,188,3,-5,10,7,7,7,7,7,N/A,N/A,7,7,35 to 44
Acela,Business Class,317.7,428,0,12,10,7,9,9,9,9,N/A,3,8,N/A,65 to 74
Acela,Business Class,127,220,1,-9,,,,,,,,,,,
Acela,Business Class,93.5,134,11,5,,,,,,,,,,,
Acela,Business Class,152,231,5,-5,,,,,,,,,,,
Acela,First Class,418,220,4,-4,,,,,,,,,,,
Acela,Business Class,150,94,0,-7,9,10,10,10,9,9,N/A,9,10,10,55 to 64
Acela,Business Class,58,240,4,15,,,,,,,,,,,
Acela,Business Class,114,109,1,0,10,9,10,10,10,10,N/A,7,10,9,18 to 24
Acela,First Class,534,428,0,12,10,10,10,10,10,10,10,N/A,N/A,10,65 to 74
Acela,First Class,206,91,1,-3,,,,,,,,,,,
Acela,Business Class,185,225,0,-3,,,,,,,,,,,
Acela,Business Class,127,232,0,8,,,,,,,,,,,
Acela,Business Class,179,311,2,10,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,58,232,0,-4,,,,,,,,,,,
Acela,Business Class,58,220,4,-4,,,,,,,,,,,
Acela,Business Class,103.7,188,3,-5,9,6,10,10,8,9,8,7,6,7,45 to 54
Acela,First Class,75,40,1,0,10,10,10,9,10,10,9,10,10,10,55 to 64
Acela,Business Class,65,134,0,1,9,8,10,10,8,9,N/A,N/A,6,9,65 to 74
Acela,Business Class,85,201,2,5,,,,,,,,,,,
Acela,Business Class,326,311,3,17,9,9,7,9,10,9,5,N/A,7,7,35 to 44
Acela,Business Class,185,225,11,5,10,10,10,10,10,10,N/A,10,10,10,75 or older
Acela,Business Class,63.9,225,0,-6,1,0,10,0,7,7,N/A,N/A,0,3,Prefer not to answer
Acela,First Class,209,116,0,1,,,,,,,,,,,
Acela,Business Class,132,134,0,1,10,10,10,10,10,10,10,10,,10,35 to 44
Acela,Business Class,23,40,0,1,,,,,,,,,,,
Acela,Business Class,110,134,11,5,10,9,10,9,9,9,N/A,N/A,N/A,10,55 to 64
Acela,Business Class,91,225,0,-2,10,10,10,10,10,10,N/A,10,10,10,55 to 64
Acela,Business Class,58,232,0,-5,,,,,,,,,,,
Acela,Business Class,272.7,225,0,6,10,10,10,10,10,10,10,1,6,6,65 to 74
Acela,Business Class,131.75,261,0,3,,,,,,,,,,,
Acela,Business Class,56,188,3,-5,10,7,8,8,8,9,N/A,7,N/A,9,65 to 74
Acela,Business Class,86,135,0,3,10,10,10,10,10,10,10,N/A,10,10,25 to 34
Acela,Business Class,121,215,0,-1,,,,,,,,,,,
Acela,Business Class,132,134,11,5,,,,,,,,,,,
Acela,Business Class,226,225,0,-6,9,6,9,N/A,9,8,7,7,9,9,45 to 54
Acela,Business Class,52.2,220,0,10,,,,,,,,,,,
Acela,Business Class,0,225,0,-4,10,10,10,8,10,10,9,10,10,10,65 to 74
Acela,Business Class,186,232,0,0,,,,,,,,,,,
Acela,Business Class,186,230,1,10,,,,,,,,,,,
Acela,Business Class,145,201,2,5,8,8,8,8,8,6,N/A,0,8,8,55 to 64
Acela,Business Class,127,231,0,17,7,6,3,7,7,7,N/A,3,8,8,25 to 34
Acela,Business Class,237,445,1,-2,4,3,7,7,0,2,2,0,7,10,35 to 44
Acela,Business Class,246,185,2,-3,8,9,10,8,8,7,6,3,8,8,25 to 34
Acela,Business Class,155,225,0,-2,10,10,10,10,8,10,N/A,N/A,8,10,55 to 64
Acela,Business Class,122,188,3,8,8,8,6,9,9,10,N/A,8,8,8,55 to 64
Acela,Business Class,194,457,2,14,,,,,,,,,,,
Acela,Business Class,58,232,0,0,9,8,10,10,10,10,8,N/A,10,10,25 to 34
Acela,First Class,268,243,2,13,9,10,8,9,10,9,9,N/A,10,10,Prefer not to answer
Acela,Business Class,185,225,0,-3,10,10,10,10,10,10,10,10,10,10,18 to 24
Acela,Business Class,229,304,8,20,8,8,1,9,3,6,1,6,10,6,55 to 64
Acela,First Class,220.4,185,0,-5,,,,,,,,,,,
Acela,Business Class,58,232,0,-9,,,,,,,,,,,
Acela,First Class,75,232,0,17,10,10,10,10,10,10,10,10,10,10,25 to 34
Acela,Business Class,70,156,1,14,,,,,,,,,,,
Acela,Business Class,167.4,232,0,0,10,10,10,10,10,10,,7,10,10,65 to 74
Acela,Business Class,71,225,0,-6,,,,,,,,,,,
Acela,Business Class,127,231,2,-4,,,,,,,,,,,
Acela,Business Class,71,261,3,0,,,,,,,,,,,
Acela,Business Class,63.9,262,8,5,,,,,,,,,,,
Acela,First Class,534,417,0,12,10,10,10,10,10,10,10,10,10,5,55 to 64
Acela,Business Class,71,225,0,-3,10,10,10,10,10,10,N/A,N/A,10,10,35 to 44
Acela,Business Class,86,135,0,3,9,9,10,10,8,10,10,8,9,9,45 to 54
Acela,Business Class,122,188,3,-5,,,,,,,,,,,
Acela,Business Class,185,263,0,14,,,,,,,,,,,
Acela,Business Class,275,428,0,-1,,,,,,,,,,,
Acela,Business Class,85,201,2,5,,,,,,,,,,,
Acela,Business Class,88,94,0,-4,10,10,10,10,10,10,5,10,10,10,55 to 64
Acela,Business Class,263,225,11,5,,,,,,,,,,,
Acela,Business Class,145,195,0,-2,10,9,10,7,7,8,N/A,7,8,8,35 to 44
Acela,Business Class,152,232,0,17,,,,,,,,,,,
Acela,Business Class,145.8,457,0,-3,,,,,,,,,,,
Acela,Business Class,52.2,220,0,-4,9,10,10,10,10,9,N/A,8,10,10,Prefer not to answer
Acela,Business Class,155,225,11,5,10,8,9,7,9,10,N/A,8,7,9,75 or older
Acela,Business Class,353,405,2,-7,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,71,225,0,5,,,,,,,,,,,
Acela,Business Class,180,322,2,5,,,,,,,,,,,
Acela,Business Class,136.8,242,0,0,,,,,,,,,,,
Acela,Business Class,194,457,0,19,8,,,,9,9,6,5,,,Prefer not to answer
Acela,Business Class,121,225,0,0,10,8,10,10,8,10,7,7,8,8,35 to 44
Acela,First Class,146,188,3,8,,,,,,,,,,,
Acela,Business Class,152,231,0,13,,,,,,,,,,,
Acela,Business Class,132.3,183,2,2,,,,,,,,,,,
Acela,Business Class,85,195,0,-6,,,,,,,,,,,
Acela,Business Class,155,300,0,-4,,,,,,,,,,,
Acela,Business Class,108.9,261,3,0,,,,,,,,,,,
Acela,Business Class,89.1,128,8,10,8,4,9,9,7,9,8,6,7,8,55 to 64
Acela,Business Class,63.9,225,0,0,,,,,,,,,,,
Acela,Business Class,186,231,5,-5,,,,,,,,,,,
Acela,Business Class,186,232,0,18,,,,,,,,,,,
Acela,Business Class,185,225,0,-2,9,7,10,7,9,9,N/A,9,N/A,N/A,25 to 34
Acela,Business Class,72,184,7,11,,,,,,,,,,,
Acela,First Class,361,279,1,-4,,,,,,,,,,,
Acela,Business Class,226,225,0,-6,,,,,,,,,,,
Acela,Business Class,127,232,0,-4,10,10,10,10,10,10,10,10,10,10,18 to 24
Acela,Business Class,58,232,0,16,8,6,9,8,7,8,3,1,5,10,45 to 54
Acela,Business Class,50,134,0,3,,,,,,,,,,,
Acela,Business Class,127,231,0,-9,,,,,,,,,,,
Acela,Business Class,226,215,1,0,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,155,225,0,-1,10,10,10,10,8,10,N/A,10,9,8,65 to 74
Acela,Business Class,249.3,220,0,-8,9,,10,10,9,10,N/A,N/A,7,9,75 or older
Acela,Business Class,272.7,225,0,4,10,10,10,9,8,9,9,N/A,N/A,9,65 to 74
Acela,First Class,193.2,220,3,17,9,8,9,9,8,2,9,9,N/A,7,75 or older
Acela,Business Class,147,184,1,2,7,6,6,6,5,5,0,1,6,4,65 to 74
Acela,Business Class,121,225,0,-3,1,0,0,0,3,3,3,2,2,2,35 to 44
Acela,Business Class,69,323,0,2,10,6,10,8,8,8,N/A,7,N/A,8,35 to 44
Acela,Business Class,74,457,0,5,,,,,,,,,,,
Acela,Business Class,155,225,0,5,,,,,,,,,,,
Acela,Business Class,145,116,4,-3,,,,,,,,,,,
Acela,Business Class,132,134,0,-2,10,10,10,10,8,10,N/A,N/A,N/A,10,75 or older
Acela,Business Class,145,116,0,0,9,9,10,9,8,9,N/A,N/A,10,10,55 to 64
Acela,First Class,285.7,348,0,16,6,7,8,8,5,7,4,N/A,8,7,75 or older
Acela,First Class,268,232,0,18,8,8,7,8,6,9,7,6,9,9,55 to 64
Acela,Business Class,152,242,0,19,10,9,10,10,10,10,8,8,N/A,10,55 to 64
Acela,Business Class,185,225,0,-6,,,,,,,,,,,
Acela,Business Class,114.3,242,0,0,,,,,,,,,,,
Acela,Business Class,165,91,12,6,,,,,,,,,,,
Acela,First Class,199.1,116,3,4,,,,,,,,,,,
Acela,Business Class,127,220,0,5,7,6,6,6,8,7,6,7,9,9,25 to 34
Acela,First Class,327,232,0,8,,,,,,,,,,,
Acela,Business Class,91,225,0,-5,8,10,10,10,7,7,N/A,4,N/A,8,55 to 64
Acela,Business Class,147,196,6,16,,,,,,,,,,,
Acela,Business Class,121,226,1,3,10,10,10,10,10,10,10,10,10,10,45 to 54
Acela,Business Class,353,428,0,-1,,,,,,,,,,,
Acela,First Class,255.3,241,9,-6,7,1,7,5,9,9,9,N/A,1,9,65 to 74
Acela,Business Class,75,231,2,-6,10,10,10,10,10,10,10,10,10,10,25 to 34
Acela,Business Class,58,220,1,-9,,,,,,,,,,,
Acela,Business Class,58,220,1,0,,,,,,,,,,,
Acela,Business Class,152,232,0,-9,,,,,,,,,,,
Acela,Business Class,71,225,11,5,,,,,,,,,,,
Acela,Business Class,71,215,1,5,9,7,8,10,9,9,N/A,7,5,8,35 to 44
Acela,First Class,418,232,0,-4,,,,,,,,,,,
Acela,Business Class,99,116,3,-6,,,,,,,,,,,
Acela,Business Class,98,91,1,-3,,,,,,,,,,,
Acela,Business Class,58,232,0,-9,7,,,,,,,,,,
Acela,Business Class,119,127,3,-3,,,,,,,,,,,
Acela,Business Class,249,232,0,0,8,10,10,10,10,10,7,8,8,9,65 to 74
Acela,Business Class,58,231,0,-9,,,,,,,,,,,
Acela,Business Class,152,220,1,0,,,,,,,,,,,
Acela,Business Class,44,109,4,5,,,,,,,,,,,
Acela,Business Class,59.4,233,3,-1,,,,,,,,,,,
Acela,First Class,251,188,3,-5,10,6,10,10,9,9,9,7,10,10,55 to 64
Acela,Business Class,237,417,0,2,10,10,10,10,10,10,,,10,10,75 or older
Acela,Business Class,64.8,304,3,0,,,,,,,,,,,
Acela,Business Class,77.4,134,5,5,10,9,10,10,10,10,N/A,10,10,10,65 to 74
Acela,Business Class,178,188,0,17,7,7,7,8,8,8,8,8,6,6,75 or older
Acela,Business Class,173,195,0,-6,,,,,,,,,,,
Acela,Business Class,127,220,4,-4,9,10,10,10,8,9,4,2,10,10,45 to 54
Acela,Business Class,226,225,0,-3,9,10,10,10,10,10,N/A,10,10,10,55 to 64
Acela,First Class,246,458,0,14,,,,,,,,,,,
Acela,Business Class,185,225,0,-6,10,10,10,2,7,10,N/A,10,10,10,55 to 64
Acela,Business Class,121,300,2,0,,,,,,,,,,,
Acela,Business Class,68.4,113,2,2,,,,,,,,,,,
Acela,Business Class,277,220,0,-8,,,,,,,,,,,
Acela,Business Class,45,90,5,-4,,,,,,,,,,,
Acela,Business Class,66,175,1,4,10,9,10,10,10,10,N/A,7,10,10,55 to 64
Acela,Business Class,71,225,0,1,10,,,,,,,,,,18 to 24
Acela,Business Class,121,225,0,-3,10,7,10,10,10,10,7,N/A,10,10,35 to 44
Acela,Business Class,81.9,225,0,8,,,,,,,,,,,
Acela,Business Class,98,91,8,8,8,8,7,6,6,7,N/A,8,8,8,55 to 64
Acela,Business Class,119,115,0,-6,10,10,10,10,10,10,10,10,10,10,45 to 54
Acela,Business Class,249,220,2,-4,10,10,10,10,10,10,N/A,10,10,10,35 to 44
Acela,Business Class,317.7,445,2,-3,,,,,,,,,,,
Acela,Business Class,353,416,3,0,,,,,,,,,,,
Acela,Business Class,352,373,6,9,,,,,,,,,,,
Acela,Business Class,275,426,1,13,7,7,8,8,7,7,6,8,8,9,25 to 34
Acela,Business Class,353,428,0,9,,,,,,,,,,,
Acela,Business Class,353,428,0,9,10,6,10,9,9,10,9,10,10,10,75 or older
Acela,Business Class,353,417,1,19,,,,,,,,,,,
Acela,Business Class,318,428,0,4,9,10,10,10,9,9,6,N/A,9,7,55 to 64
Acela,First Class,509,225,0,-8,,,,,,,,,,,
Acela,Business Class,127,231,2,-7,8,7,8,7,8,9,N/A,6,N/A,8,25 to 34
Acela,Business Class,107.95,232,0,19,6,9,7,6,10,9,N/A,N/A,N/A,8,18 to 24
